BirthDate,Birdcode,Gender,City,HighSchool,Type,Level,Credits,GlobalGrade,Class
20-09-1988,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,9.98,Excellent
06-07-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,10,Excellent
01-01-1980,3,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,2,10,Excellent
06-01-1987,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,3,10,Excellent
20-01-1984,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,10,Excellent
26-03-1987,5,HOMBRE,PORTOVIEJO,INFORMATICA,Fiscal,Octavo,4,10,Excellent
15-03-1981,4,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,10,Excellent
23-06-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,10,Excellent
10-03-1989,5,MUJER,CHONE,INFORMATICA,Fiscal,Octavo,4,10,Excellent
20-10-1983,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Octavo,4,10,Excellent
14-09-1982,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Octavo,4,10,Excellent
14-09-1982,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Octavo,4,10,Excellent
15-03-1990,5,HOMBRE,SARAGURO,SECRETARIADO,Fiscal,Octavo,4,8.97,Good
15-02-1989,5,MUJER,JUNÍN,SECRETARIADO,Fiscal,Octavo,4,9,Good
29-07-1988,5,MUJER,BOLÍVAR,SECRETARIADO,Fiscal,Octavo,4,9,Good
07-07-1987,5,HOMBRE,BOLÍVAR,SECRETARIADO,Fiscal,Octavo,4,9,Good
28-10-1989,5,MUJER,SARAGURO,TECNICO,Fiscal,Octavo,4,7.4,Acceptable
28-10-1989,5,MUJER,SARAGURO,TECNICO,Fiscal,Octavo,4,8,Good
29-05-1982,4,HOMBRE,VALENCIA,TECNICO,Fiscal,Octavo,4,8.1,Good
16-05-1986,5,MUJER,BOLÍVAR,TECNICO,Fiscal,Octavo,4,8.12,Good
20-09-1988,5,HOMBRE,BOLÍVAR,TECNICO,Fiscal,Octavo,4,8.13,Good
21-10-1982,4,HOMBRE,BOLÍVAR,TECNICO,Fiscal,Octavo,4,8.18,Good
24-07-1991,6,MUJER,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscal,Quinto,4,7.03,Acceptable
06-01-1987,5,HOMBRE,SARAGURO,ADMINISTRACION Y AFINES,Fiscomisional,Quinto,4,7.38,Acceptable
27-01-1981,4,HOMBRE,SARAGURO,ADMINISTRACION Y AFINES,Fiscomisional,Quinto,3,7.7,Acceptable
24-07-1991,6,MUJER,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscal,Quinto,3,7.91,Acceptable
16-05-1986,5,MUJER,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscal,Quinto,4,9.5,Excellent
20-02-1989,5,HOMBRE,CHONE,AGROPECUARIA,Fiscal,Quinto,2,7.23,Acceptable
09-03-1988,5,HOMBRE,BOLÍVAR,CIENCIAS,Particular,Quinto,4,7,Acceptable
06-07-1987,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Quinto,4,7,Acceptable
28-11-1985,4,HOMBRE,CHONE,CIENCIAS,Fiscal,Quinto,4,7,Acceptable
01-06-1983,4,HOMBRE,PORTOVIEJO,CIENCIAS,Fiscal,Quinto,4,7,Acceptable
02-04-1991,6,HOMBRE,CHONE,CIENCIAS,Fiscal,Quinto,2,7.09,Acceptable
18-12-1987,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Quinto,4,7.1,Acceptable
12-07-1990,5,MUJER,CHONE,CIENCIAS,Fiscal,Quinto,2,7.23,Acceptable
23-10-1990,5,MUJER,CHONE,CIENCIAS,Fiscal,Quinto,2,7.24,Acceptable
11-01-1988,5,HOMBRE,PORTOVIEJO,CIENCIAS,Fiscal,Quinto,2,7.3,Acceptable
02-05-1990,5,MUJER,CHONE,CIENCIAS,Fiscal,Quinto,2,7.4,Acceptable
27-01-1981,4,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Quinto,3,7.7,Acceptable
13-10-1990,5,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Quinto,3,8.1,Good
27-01-1981,4,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Quinto,3,8.23,Good
18-09-1991,6,MUJER,CHONE,CIENCIAS,Fiscomisional,Quinto,3,8.28,Good
10-12-1990,5,HOMBRE,SARAGURO,CIENCIAS,Fiscomisional,Quinto,3,8.52,Good
27-01-1981,4,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Quinto,3,8.55,Good
23-09-1979,3,MUJER,SARAGURO,CIENCIAS,Particular,Quinto,3,8.55,Good
18-05-1989,5,HOMBRE,BOLÍVAR,CIENCIAS,Particular,Quinto,3,8.57,Good
28-09-1968,1,MUJER,SARAGURO,CIENCIAS,Fiscomisional,Quinto,3,8.7,Good
27-02-1987,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Quinto,3,8.85,Good
15-03-1990,5,HOMBRE,SARAGURO,INFORMATICA,Particular,Quinto,4,7,Acceptable
15-02-1989,5,MUJER,JUNÍN,INFORMATICA,Fiscal,Quinto,4,7,Acceptable
18-05-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Quinto,2,7.01,Acceptable
06-02-1992,6,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Quinto,4,7.01,Acceptable
03-09-1985,4,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Quinto,2,7.02,Acceptable
03-09-1985,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Quinto,2,7.04,Acceptable
17-01-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Quinto,4,7.16,Acceptable
05-06-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Quinto,2,7.24,Acceptable
19-04-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Quinto,2,7.25,Acceptable
24-02-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Quinto,2,7.31,Acceptable
18-12-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Quinto,4,7.33,Acceptable
02-07-1987,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Quinto,2,7.4,Acceptable
28-01-1992,6,MUJER,SARAGURO,INFORMATICA,Fiscal,Quinto,2,7.42,Acceptable
21-04-1988,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,7.9,Acceptable
31-01-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,7.92,Acceptable
28-05-1989,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Quinto,3,7.98,Acceptable
28-10-1989,5,MUJER,SARAGURO,INFORMATICA,Particular,Quinto,3,8,Good
15-07-1989,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Quinto,3,8.04,Good
24-04-1991,6,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,8.05,Good
24-02-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Quinto,3,8.05,Good
28-01-1992,6,MUJER,SARAGURO,INFORMATICA,Fiscal,Quinto,3,8.12,Good
24-07-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Quinto,3,8.12,Good
02-04-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Quinto,3,8.13,Good
18-09-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Quinto,3,8.14,Good
11-10-1990,5,HOMBRE,SARAGURO,INFORMATICA,Particular,Quinto,3,8.15,Good
14-11-1990,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Quinto,3,8.18,Good
31-01-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,8.19,Good
31-01-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,8.2,Good
03-07-1986,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Quinto,3,8.24,Good
05-06-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Quinto,3,8.28,Good
12-02-1990,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,8.3,Good
22-11-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,8.38,Good
28-04-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,8.41,Good
03-07-1986,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Quinto,3,8.43,Good
05-05-1987,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Quinto,3,8.45,Good
28-04-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,8.58,Good
14-10-1990,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Quinto,3,8.6,Good
19-07-1987,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Quinto,4,9.4,Excellent
22-11-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,9.63,Excellent
20-10-1983,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Quinto,4,10,Excellent
21-10-1982,4,HOMBRE,BOLÍVAR,SECRETARIADO,Fiscal,Quinto,4,7,Acceptable
02-05-1990,5,MUJER,CHONE,TECNICO,Fiscal,Quinto,2,7.07,Acceptable
15-02-1987,5,HOMBRE,SARAGURO,ADMINISTRACION Y AFINES,Fiscomisional,Septimo,4,7.6,Acceptable
13-10-1990,5,HOMBRE,SARAGURO,ADMINISTRACION Y AFINES,Fiscal,Septimo,4,8.01,Good
30-07-1989,5,HOMBRE,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscomisional,Septimo,4,9.18,Excellent
11-11-1991,6,MUJER,SARAGURO,ADMINISTRACION Y AFINES,Fiscal,Septimo,5,10,Excellent
12-04-1988,5,HOMBRE,MANTA,ADMINISTRACION Y AFINES,Fiscal,Septimo,5,10,Excellent
13-10-1990,5,HOMBRE,SARAGURO,AGROPECUARIA,Fiscal,Septimo,3,7.26,Acceptable
12-02-1990,5,MUJER,BOLÍVAR,AGROPECUARIA,Fiscal,Septimo,3,7.47,Acceptable
28-05-1989,5,MUJER,BOLÍVAR,CIENCIAS,Particular,Septimo,4,7,Acceptable
12-07-1987,5,MUJER,CHONE,CIENCIAS,Particular,Septimo,4,7,Acceptable
22-06-1989,5,MUJER,SARAGURO,CIENCIAS,Fiscal,Septimo,3,7.22,Acceptable
30-10-1988,5,MUJER,SARAGURO,CIENCIAS,Fiscal,Septimo,3,7.25,Acceptable
08-03-1989,5,MUJER,SARAGURO,CIENCIAS,Fiscal,Septimo,2,7.33,Acceptable
15-07-1989,5,HOMBRE,CHONE,CIENCIAS,Fiscal,Septimo,3,7.36,Acceptable
26-09-1974,2,MUJER,SARAGURO,CIENCIAS,Fiscomisional,Septimo,4,7.44,Acceptable
25-04-1988,5,MUJER,SARAGURO,CIENCIAS,Fiscal,Septimo,4,7.58,Acceptable
09-07-1990,5,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Septimo,4,7.65,Acceptable
02-07-1990,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Septimo,4,7.7,Acceptable
25-04-1988,5,MUJER,SARAGURO,CIENCIAS,Fiscal,Septimo,4,7.7,Acceptable
11-01-1988,5,HOMBRE,PORTOVIEJO,CIENCIAS,Fiscal,Septimo,2,8,Good
13-06-1988,5,HOMBRE,YANZAZA,CIENCIAS,Fiscal,Septimo,4,8.17,Good
17-03-1991,6,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Septimo,4,8.4,Good
03-10-1985,4,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Septimo,3,8.55,Good
10-12-1988,5,HOMBRE,BOLÍVAR,CIENCIAS,Particular,Septimo,4,8.69,Good
10-02-1986,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Septimo,2,9,Good
21-06-1987,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Septimo,4,9.03,Excellent
03-05-1980,3,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Septimo,4,9.03,Excellent
19-07-1987,5,HOMBRE,CHONE,CIENCIAS,Fiscomisional,Septimo,4,9.17,Excellent
09-03-1988,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Septimo,4,9.44,Excellent
16-04-1979,3,HOMBRE,CHONE,CIENCIAS,Fiscal,Septimo,2,9.5,Excellent
15-02-1987,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Septimo,2,9.6,Excellent
28-05-1985,4,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Septimo,4,9.84,Excellent
22-06-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Septimo,4,7,Acceptable
10-07-1987,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Septimo,4,7,Acceptable
04-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Septimo,3,7.18,Acceptable
30-10-1988,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Septimo,3,7.2,Acceptable
31-05-1990,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Septimo,3,7.31,Acceptable
05-05-1987,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Septimo,3,7.34,Acceptable
24-04-1991,6,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,3,7.39,Acceptable
17-08-1985,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Septimo,4,7.44,Acceptable
02-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,2,7.47,Acceptable
24-06-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,7.47,Acceptable
22-11-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,3,7.48,Acceptable
22-04-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,7.5,Acceptable
18-12-1988,5,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Septimo,4,7.5,Acceptable
01-11-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,7.53,Acceptable
14-11-1990,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Septimo,3,7.56,Acceptable
12-07-1990,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Septimo,4,7.58,Acceptable
03-10-1985,4,HOMBRE,SARAGURO,INFORMATICA,Particular,Septimo,3,7.6,Acceptable
15-03-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Septimo,4,7.6,Acceptable
15-02-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,7.61,Acceptable
02-07-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,7.66,Acceptable
18-12-1988,5,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Septimo,4,7.69,Acceptable
10-03-1989,5,MUJER,CHONE,INFORMATICA,Particular,Septimo,4,7.71,Acceptable
17-03-1991,6,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Septimo,4,7.75,Acceptable
15-10-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Septimo,4,7.75,Acceptable
06-08-1986,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Septimo,4,7.8,Acceptable
02-07-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Septimo,4,7.84,Acceptable
06-06-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,7.85,Acceptable
28-11-1985,4,HOMBRE,CHONE,INFORMATICA,Particular,Septimo,4,7.88,Acceptable
06-02-1992,6,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Septimo,4,7.89,Acceptable
18-12-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,7.89,Acceptable
20-02-1989,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Septimo,4,7.9,Acceptable
02-04-1991,6,HOMBRE,CHONE,INFORMATICA,Fiscal,Septimo,2,7.94,Acceptable
06-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,7.99,Acceptable
24-06-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,8,Good
20-09-1988,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,8,Good
18-12-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,8,Good
01-01-1980,3,HOMBRE,CHONE,INFORMATICA,Fiscal,Septimo,4,8,Good
01-01-1980,3,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,8.08,Good
10-03-1989,5,MUJER,CHONE,INFORMATICA,Fiscal,Septimo,4,8.2,Good
06-07-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,8.22,Good
18-12-1988,5,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Septimo,4,8.25,Good
23-10-1988,5,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Septimo,4,8.32,Good
16-03-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Septimo,3,8.33,Good
02-01-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Septimo,2,8.55,Good
23-10-1988,5,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Septimo,4,8.6,Good
10-03-1989,5,MUJER,CHONE,INFORMATICA,Fiscal,Septimo,4,8.92,Good
01-01-1980,3,HOMBRE,CHONE,INFORMATICA,Particular,Septimo,2,9.2,Excellent
13-06-1988,5,HOMBRE,YANZAZA,INFORMATICA,Fiscal,Septimo,4,9.23,Excellent
16-05-1986,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,2,9.41,Excellent
17-01-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,9.45,Excellent
05-09-1987,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,2,9.67,Excellent
27-02-1987,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Septimo,4,9.7,Excellent
10-12-1988,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,9.73,Excellent
28-05-1985,4,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,9.73,Excellent
01-01-1980,3,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,9.73,Excellent
28-04-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,9.75,Excellent
02-04-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Septimo,4,9.75,Excellent
03-05-1980,3,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,9.75,Excellent
13-06-1988,5,HOMBRE,YANZAZA,INFORMATICA,Fiscal,Septimo,4,9.76,Excellent
12-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,2,9.77,Excellent
21-06-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,9.77,Excellent
01-01-1980,3,HOMBRE,CHONE,INFORMATICA,Fiscal,Septimo,2,9.8,Excellent
14-02-1988,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,2,9.81,Excellent
25-12-1983,4,HOMBRE,PORTOVIEJO,INFORMATICA,Fiscal,Septimo,4,9.88,Excellent
17-08-1985,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Septimo,4,9.89,Excellent
01-06-1983,4,HOMBRE,PORTOVIEJO,INFORMATICA,Fiscal,Septimo,4,9.9,Excellent
01-01-1980,3,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,9.9,Excellent
24-11-1987,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Septimo,2,10,Excellent
15-03-1981,4,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,10,Excellent
01-01-1980,3,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,10,Excellent
01-01-1980,3,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Septimo,4,10,Excellent
27-04-1976,3,MUJER,BOLÍVAR,SECRETARIADO,Fiscal,Septimo,4,8,Good
26-09-1974,2,MUJER,SARAGURO,TECNICO,Fiscal,Septimo,3,7.21,Acceptable
09-07-1990,5,HOMBRE,SARAGURO,TECNICO,Fiscal,Septimo,4,7.78,Acceptable
17-08-1985,4,HOMBRE,CHONE,TECNICO,Fiscal,Septimo,4,10,Excellent
17-08-1985,4,HOMBRE,CHONE,TECNICO,Fiscal,Septimo,4,10,Excellent
22-04-1984,4,MUJER,BOLÍVAR,TECNICO,Fiscal,Septimo,4,10,Excellent
20-10-1983,4,MUJER,QUEVEDO,TECNICO,Fiscal,Septimo,4,10,Excellent
06-06-1987,5,MUJER,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscal,Sexto,4,7.03,Acceptable
05-07-1985,4,HOMBRE,SARAGURO,ADMINISTRACION Y AFINES,Fiscal,Sexto,5,7.04,Acceptable
31-05-1982,4,HOMBRE,SARAGURO,ADMINISTRACION Y AFINES,Fiscal,Sexto,5,7.32,Acceptable
06-08-1986,5,HOMBRE,CHONE,ADMINISTRACION Y AFINES,Fiscomisional,Sexto,4,7.5,Acceptable
10-03-1989,5,MUJER,CHONE,ADMINISTRACION Y AFINES,Fiscomisional,Sexto,3,7.59,Acceptable
04-09-1991,6,MUJER,CHONE,ADMINISTRACION Y AFINES,Fiscal,Sexto,5,7.82,Acceptable
01-06-1983,4,HOMBRE,PORTOVIEJO,ADMINISTRACION Y AFINES,Fiscomisional,Sexto,4,8.42,Good
16-04-1979,3,HOMBRE,CHONE,AGROPECUARIA,Fiscal,Sexto,2,10,Excellent
07-07-1987,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Sexto,4,7,Acceptable
14-10-1990,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Sexto,3,7.01,Acceptable
23-09-1979,3,MUJER,SARAGURO,CIENCIAS,Fiscal,Sexto,4,7.07,Acceptable
15-02-1989,5,MUJER,JUNÍN,CIENCIAS,Fiscal,Sexto,4,7.39,Acceptable
29-07-1988,5,MUJER,BOLÍVAR,CIENCIAS,Particular,Sexto,4,7.4,Acceptable
06-08-1986,5,HOMBRE,CHONE,CIENCIAS,Fiscomisional,Sexto,4,7.42,Acceptable
02-05-1990,5,MUJER,CHONE,CIENCIAS,Fiscal,Sexto,4,7.47,Acceptable
18-08-1975,2,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Sexto,3,7.6,Acceptable
14-10-1990,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Sexto,3,7.61,Acceptable
12-07-1990,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Sexto,3,7.62,Acceptable
06-07-1987,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Sexto,2,7.8,Acceptable
22-11-1989,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Sexto,3,7.9,Acceptable
15-02-1989,5,MUJER,JUNÍN,CIENCIAS,Particular,Sexto,4,8,Good
15-02-1989,5,MUJER,JUNÍN,CIENCIAS,Fiscal,Sexto,4,8,Good
19-11-1985,4,HOMBRE,TOSAGUA,CIENCIAS,Fiscal,Sexto,2,8.29,Good
28-06-1986,5,HOMBRE,CHONE,CIENCIAS,Fiscal,Sexto,4,8.43,Good
28-10-1989,5,MUJER,SARAGURO,CIENCIAS,Fiscal,Sexto,3,8.68,Good
10-02-1986,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Sexto,4,8.81,Good
22-04-1984,4,MUJER,BOLÍVAR,CIENCIAS,Fiscomisional,Sexto,4,9.4,Excellent
25-12-1984,4,HOMBRE,QUEVEDO,CIENCIAS,Fiscal,Sexto,4,10,Excellent
25-12-1984,4,HOMBRE,QUEVEDO,CIENCIAS,Particular,Sexto,4,10,Excellent
11-10-1990,5,HOMBRE,SARAGURO,INFORMATICA,Particular,Sexto,2,7,Acceptable
02-04-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Sexto,4,7,Acceptable
12-07-1987,5,MUJER,CHONE,INFORMATICA,Particular,Sexto,4,7,Acceptable
02-02-1991,6,MUJER,SARAGURO,INFORMATICA,Fiscal,Sexto,4,7.11,Acceptable
13-08-1990,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Sexto,3,7.2,Acceptable
18-12-1988,5,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Sexto,4,7.42,Acceptable
02-04-1991,6,HOMBRE,CHONE,INFORMATICA,Fiscal,Sexto,4,7.43,Acceptable
24-11-1987,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Sexto,4,7.43,Acceptable
14-02-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Sexto,4,7.44,Acceptable
05-07-1985,4,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Sexto,3,7.62,Acceptable
28-12-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Sexto,3,7.65,Acceptable
05-06-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Sexto,4,7.7,Acceptable
14-11-1990,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Sexto,3,7.73,Acceptable
31-07-1994,6,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Sexto,3,7.74,Acceptable
01-01-1980,3,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Sexto,4,8,Good
06-06-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Sexto,4,8.1,Good
25-08-1986,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Sexto,2,8.17,Good
10-12-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Sexto,3,8.4,Good
15-02-1987,5,HOMBRE,SARAGURO,INFORMATICA,Particular,Sexto,4,8.4,Good
23-11-1982,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Sexto,4,8.5,Good
21-10-1982,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Sexto,4,8.5,Good
02-04-1991,6,HOMBRE,CHONE,INFORMATICA,Fiscal,Sexto,4,8.51,Good
19-07-1987,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Sexto,4,8.57,Good
19-11-1985,4,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Sexto,4,8.57,Good
04-09-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Sexto,4,8.59,Good
03-07-1986,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Sexto,4,8.59,Good
02-07-1987,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Sexto,4,8.6,Good
20-01-1984,4,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Sexto,4,8.6,Good
27-04-1976,3,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Sexto,4,8.6,Good
08-11-1979,3,HOMBRE,JUNÍN,INFORMATICA,Fiscal,Sexto,4,8.62,Good
10-12-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Sexto,3,8.63,Good
27-01-1981,4,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Sexto,4,8.63,Good
25-08-1986,5,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Sexto,4,8.66,Good
22-11-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Sexto,4,8.67,Good
22-04-1984,4,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Sexto,4,8.67,Good
20-02-1989,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Sexto,4,8.68,Good
23-10-1990,5,MUJER,CHONE,INFORMATICA,Fiscal,Sexto,4,8.68,Good
20-01-1984,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Sexto,4,8.7,Good
